KKID,KKMC,CLOUD_ID,TOLLGATENO,DWSSQY,DWZT,QDFS,QDDBH,QDQBMS,JGZT,SFNRGJJH,FXS,DWPMT,DWPMTMS,DXXSJT,DXXSJTMS,NXBSJT,NXBSJTMS,XXDSJT,XXDSJTMS,BXNSJT,BXNSJTMS,ISDELFLG,JGSB
333,后襄河二路金家墩路口,10533,333,2,,,,,,,,,,,,,,,,,,1,
335,民族路大兴路口,10535,335,1,,,,,,,,,,,,,,,,,,1,
336,友谊南路清芬一路口,10536,336,1,,,,,,,,,,,,,,,,,,1,
337,自治街前进二路口,10537,337,1,,,,,,,,,,,,,,,,,,1,
345,民主一街前进二路,10542,345,1,,,,,,,,,,,,,,,,,,1,
027LF2015027,解放大道皇经堂菜场LF-QK,10619,027LF2015027,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,南湖大道华农北门以东300米处,260,0272012LF12111,3,0,信号机取电,,,,2,2,,,,,,,,,,,1,
0272015JY00002,青年路淮海路JYC,10642,0272015JY00002,1,0,,,,,,3,,,,,,,,,,,1,
027LF2015031,解放大道武汉市公安局水上分局LF-QK,10623,027LF2015031,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015036,武胜路中山大道LF-QK,10628,027LF2015036,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015105,沿河大道广电江湾新城路段LF-QK,10633,027LF2015105,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015106,古田一路解放大道以南100米LF-QK,10634,027LF2015106,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015108,南泥湾大道古田四路以西300米LF-QK,10636,027LF2015108,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015109,汉西三路长丰大道以南300米LF-QK,10637,027LF2015109,1,0,,,,,,2,,,,,,,,,,,1,
0272015HY15001,江城大道（三环线至太子湖北路路段）卡口HY,10638,0272015HY15001,4,0,,,,,,2,,,,,,,,,,,1,
0272015JY00001,建设大道青年路JYC,10643,0272015JY00001,1,,,,,,,4,,,,,,,,,,,1,
0272015JY00010,青年路万松园横路JYC,10644,0272015JY00010,3,0,,,,,2,1,,,,,,,,,,,1,
4.201E+17,南湖大道省农科院研究所,261,0272012LF12110,3,0,信号机取电,,,,2,2,,,,,,,,,,,1,
0272012TS10058,洪山路口,10639,0272012TS10058,2,0,,,,,2,0,,,,,,,,,,,0,
0272015JY00003,武珞路中山路JYC,10640,0272015JY00003,2,,,,,,2,4,,,,,,,,,,,1,
027LF2015028,解放大道辛加地北路LF-QK,10620,027LF2015028,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015030,解放大道湖北长江出版印刷物资有限公司LF-QK,10622,027LF2015030,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015032,解放大道汉水熙园LF-QK,10624,027LF2015032,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015033,汉西一路简易路LF-QK,10625,027LF2015033,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015034,硚口路中山大道转盘LF-QK,10626,027LF2015034,1,0,,,,,,1,,,,,,,,,,,1,
027LF2015107,南泥湾大道古田二路以西400米LF-QK,10635,027LF2015107,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015029,解放大道湖北警官学院LF-QK,10621,027LF2015029,1,0,,,,,,2,,,,,,,,,,,1,
027LF2015035,武胜路航空路立交上桥处LF-QK,10627,027LF2015035,1,0,,,,,,1,,,,,,,,,,,1,
027LF2015101,建设大道汉西路以东(1KM)LF-QK,10629,027LF2015101,1,0,,,,,,1,,,,,,,,,,,1,
027LF2015102,顺道街航发路以东路段LF-QK,10630,027LF2015102,1,0,,,,,,1,,,,,,,,,,,1,
027LF2015103,民意四路民主二街以南路段LF-QK,10631,027LF2015103,1,0,,,,,,1,,,,,,,,,,,1,
027LF2015104,沿河大道水厂二路以东路段LF-QK,10632,027LF2015104,1,,,,,,,2,,,,,,,,,,,1,
0272015JY00004,武珞路黄鹤楼东路JYC,10641,0272015JY00004,,0,,,,,2,2,,,,,,,,,,,1,
